source_file,story_relation,story_id,planning_assumption_10,wcag_aa,keyboard,responsive,visual,consistency,performance,verified_evidence_floor_10,full_quality_score_10,priority,finding,evidence_note,screenshot,next_check
src/dashboard/cluster-status-bar.tsx,direct story,dashboard-clusterstatusbar--default,2,U,U,P,P,P,U,2.5,unassessed,,No defect established in the sampled first view.,"Default story captured at 1440x900 and 390x844 in light, 1440x900 in dark; 320px width measured.",screenshots/component-audit-2026-09/story-dashboard-clusterstatusbar--default-desktop-light.webp,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/dashboard/credit-balance.tsx,direct story,dashboard-creditbalance--default,2,U,U,U,P,P,U,1.5,unassessed,P2,Rendered amount input has no associated label element or aria-label.,Desktop light/dark captured; fixed-width story fixture blocks a valid narrow reflow conclusion.,screenshots/component-audit-2026-09/story-dashboard-creditbalance--default-desktop-light.webp,Associate a visible amount label; verify input naming and value feedback.
src/dashboard/dashboard-layout.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/dashboard/git-panel.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/dashboard/harness-logo.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/dashboard/harness-picker.tsx,direct story,dashboard-harnesspicker--default,2,U,U,U,P,P,U,1.5,unassessed,,No defect established in the sampled first view.,Desktop light/dark captured; fixed-width story fixture blocks a valid narrow reflow conclusion.,screenshots/component-audit-2026-09/story-dashboard-harnesspicker--default-desktop-light.webp,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/dashboard/info-panel.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/dashboard/invoice-table.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/dashboard/metric-area-chart.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/dashboard/network-config.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/dashboard/out-of-credits.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/dashboard/plan-cards.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/dashboard/ports-list.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/dashboard/pricing-page.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/dashboard/process-list.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/dashboard/profile-selector.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/dashboard/promo-banner.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/dashboard/rail-tooltip.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/dashboard/resource-meter.tsx,direct story,dashboard-resourcemeter--low-usage,2,U,U,P,P,P,U,2.5,unassessed,,No defect established in the sampled first view.,"Default story captured at 1440x900 and 390x844 in light, 1440x900 in dark; 320px width measured.",screenshots/component-audit-2026-09/story-dashboard-resourcemeter--low-usage-desktop-light.webp,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/dashboard/resource-snapshot.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/dashboard/sandbox-card.tsx,direct story,dashboard-sandboxcard--running,2,U,U,P,P,P,U,2.5,unassessed,,No defect established in the sampled first view.,"Default story captured at 1440x900 and 390x844 in light, 1440x900 in dark; 320px width measured.",screenshots/component-audit-2026-09/story-dashboard-sandboxcard--running-desktop-light.webp,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/dashboard/sandbox-table.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/dashboard/sidebar-context.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/dashboard/sidebar-layout.tsx,direct story,dashboard-sidebarlayout--desktop,2,U,U,U,P,P,U,1.5,unassessed,,No defect established in the sampled first view.,Desktop light/dark captured; fixed-width story fixture blocks a valid narrow reflow conclusion.,screenshots/component-audit-2026-09/story-dashboard-sidebarlayout--desktop-desktop-light.webp,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/dashboard/snapshot-list.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/dashboard/system-logs.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/dashboard/template-card.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/dashboard/usage-chart.tsx,direct story,dashboard-usagechart--agent-runs,2,U,U,U,P,P,U,1.5,unassessed,,No defect established in the sampled first view.,Desktop light/dark captured; fixed-width story fixture blocks a valid narrow reflow conclusion.,screenshots/component-audit-2026-09/story-dashboard-usagechart--agent-runs-desktop-light.webp,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/dashboard/usage-summary.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/dashboard/variant-list.tsx,direct story,dashboard-variantlist--all-statuses,2,U,U,U,P,P,U,1.5,unassessed,,No defect established in the sampled first view.,Desktop light/dark captured; fixed-width story fixture blocks a valid narrow reflow conclusion.,screenshots/component-audit-2026-09/story-dashboard-variantlist--all-statuses-desktop-light.webp,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/integrations/integrations-panel.tsx,direct story,integrations-integrationspanel--default,2,U,F,P,P,P,U,2.5,unassessed,P1,Sort tabs stay on Featured after ArrowRight; search input lacks an associated label in the DOM.,"Default story captured at 1440x900 and 390x844 in light, 1440x900 in dark; 320px width measured.",screenshots/component-audit-2026-09/story-integrations-integrationspanel--default-desktop-light.webp,Use a segmented button group or complete tabs pattern; verify keyboard and naming.
src/integrations/provider-logo.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/lib/model-brand.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/lib/provider-logo.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/pages/add-ssh-key-dialog.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/pages/auth-page.tsx,no story path,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,No Storybook path; authenticated consumer coverage unavailable.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/pages/billing-page.tsx,no story path,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,No Storybook path; authenticated consumer coverage unavailable.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/pages/profiles-page.tsx,no story path,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,No Storybook path; authenticated consumer coverage unavailable.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/pages/provisioning-wizard.tsx,direct story,pages-provisioningwizard--one-page,2,F,U,P,P,P,U,2.5,unassessed,P1,Three range controls have no associated label; advanced disclosure lacks expanded/controls state.,"Default story captured at 1440x900 and 390x844 in light, 1440x900 in dark; 320px width measured.",screenshots/component-audit-2026-09/story-pages-provisioningwizard--one-page-desktop-light.webp,Associate labels and disclosure state; verify named sliders and screen-reader flow.
src/pages/secrets-page.tsx,no story path,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,No Storybook path; authenticated consumer coverage unavailable.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/pages/standalone-pricing-page.tsx,no story path,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,No Storybook path; authenticated consumer coverage unavailable.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/pages/startup-scripts-page.tsx,no story path,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,No Storybook path; authenticated consumer coverage unavailable.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/pages/templates-page.tsx,no story path,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,No Storybook path; authenticated consumer coverage unavailable.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/primitives/heading.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/primitives/logo.tsx,direct story,primitives-logo--default,2,U,U,P,P,P,U,2.5,unassessed,,No defect established in the sampled first view.,"Default story captured at 1440x900 and 390x844 in light, 1440x900 in dark; 320px width measured.",screenshots/component-audit-2026-09/story-primitives-logo--default-desktop-light.webp,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/primitives/page-shell.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/terminal/terminal-view.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/workbench/changes-pane.tsx,direct story,workbench-changespane--default,2,U,U,U,P,P,U,1.5,unassessed,,No defect established in the sampled first view.,Desktop light/dark captured; fixed-width story fixture blocks a valid narrow reflow conclusion.,screenshots/component-audit-2026-09/story-workbench-changespane--default-desktop-light.webp,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/workbench/code-view.tsx,import reachable,,2,U,U,F,U,U,U,0,unassessed,P1,Fixed 240px file tree leaves code about 100px wide at 390px.,Import reachability only; no isolated rendered check.,,Show one pane at a time on mobile; rerun 390px and 320px screenshots.
src/workbench/diff-view.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/workbench/file-breadcrumb.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/workbench/panel-header.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/workbench/pill-tabs.tsx,import reachable,,2,F,F,U,U,U,U,0,unassessed,P1,"Tab roles do not implement arrow navigation, roving focus, or panel association.",Import reachability only; no isolated rendered check.,,"Use an accessible tabs primitive; verify ArrowRight, Home, End, and panel labels."
src/workbench/preview-view.tsx,import reachable,,2,F,U,U,U,U,U,0,unassessed,P1,Typing changes iframe src before Enter; timeout clears loading without readiness proof; address has no associated name.,Import reachability only; no isolated rendered check.,,"Browser interaction: previewTyping; inspect, commit address, and verify readiness."
src/workbench/sandbox-artifact-pane.tsx,direct story,workbench-sandboxartifactpane--default,2,F,F,F,P,P,U,1.5,unassessed,P1,Default mobile story clips code beside fixed file tree. Tabs do not respond to ArrowRight.,"Default story captured at 1440x900 and 390x844 in light, 1440x900 in dark; 320px width measured.",screenshots/component-audit-2026-09/story-workbench-sandboxartifactpane--default-desktop-light.webp,Fix tree/pane switching and tab keyboard contract; rerun mobile and keyboard task.
src/workbench/syntax.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/workflows/WorkflowGraph.tsx,direct story,workflows-workflowgraph--linear,2,U,U,U,P,P,U,1.5,unassessed,,No defect established in the sampled first view.,Desktop light/dark captured; fixed-width story fixture blocks a valid narrow reflow conclusion.,screenshots/component-audit-2026-09/story-workflows-workflowgraph--linear-desktop-light.webp,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/workflows/WorkflowGraphLazy.tsx,direct story,workflows-workflowgraph--linear,2,U,U,U,P,P,U,1.5,unassessed,,No defect established in the sampled first view.,Desktop light/dark captured; fixed-width story fixture blocks a valid narrow reflow conclusion.,screenshots/component-audit-2026-09/story-workflows-workflowgraph--linear-desktop-light.webp,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/workflows/node-output.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/workflows/node-ui.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/workspace/approval-queue.tsx,no story path,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,No Storybook path; authenticated consumer coverage unavailable.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/workspace/audit-results.tsx,no story path,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,No Storybook path; authenticated consumer coverage unavailable.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/workspace/calendar-view.tsx,no story path,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,No Storybook path; authenticated consumer coverage unavailable.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/workspace/directory-pane.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/workspace/runtime-pane.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/workspace/sandbox-workbench.tsx,direct story,workspace-sandboxworkbench--default,2,U,U,P,P,P,U,2.5,unassessed,P2,Artifact buttons have active styling but no programmatic selected state or panel relation.,"Default story captured at 1440x900 and 390x844 in light, 1440x900 in dark; 320px width measured.",screenshots/component-audit-2026-09/story-workspace-sandboxworkbench--default-desktop-light.webp,Expose current artifact and keyboard navigation; verify with assistive technology.
src/workspace/session-activity-monitor.tsx,direct story,workspace-sessionactivitymonitor--default,2,U,U,P,P,P,U,2.5,unassessed,,No defect established in the sampled first view.,"Default story captured at 1440x900 and 390x844 in light, 1440x900 in dark; 320px width measured.",screenshots/component-audit-2026-09/story-workspace-sessionactivitymonitor--default-desktop-light.webp,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/workspace/session-sidebar.tsx,direct story,workspace-sessionsidebar--default,2,U,U,P,P,P,U,2.5,unassessed,,No defect established in the sampled first view.,"Default story captured at 1440x900 and 390x844 in light, 1440x900 in dark; 320px width measured.",screenshots/component-audit-2026-09/story-workspace-sessionsidebar--default-desktop-light.webp,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/workspace/status-banner.tsx,direct story,workspace-statusbanner--provisioning,2,U,U,P,P,P,U,2.5,unassessed,P2,Source notes polite status region may mount with its text and miss announcement.,"Default story captured at 1440x900 and 390x844 in light, 1440x900 in dark; 320px width measured.",screenshots/component-audit-2026-09/story-workspace-statusbanner--provisioning-desktop-light.webp,Keep an empty persistent live region in the consumer; verify delayed updates with a screen reader.
src/workspace/status-bar.tsx,direct story,workspace-statusbar--connected,2,U,U,P,P,P,U,2.5,unassessed,,No defect established in the sampled first view.,"Default story captured at 1440x900 and 390x844 in light, 1440x900 in dark; 320px width measured.",screenshots/component-audit-2026-09/story-workspace-statusbar--connected-desktop-light.webp,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/workspace/task-board.tsx,no story path,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,No Storybook path; authenticated consumer coverage unavailable.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/workspace/terminal-panel.tsx,import reachable,,2,F,F,U,U,U,U,0,unassessed,P1,Close is a click-only SVG inside the header toggle button.,Import reachability only; no isolated rendered check.,,Render a separate named Close button and verify Tab/Enter/Space.
src/workspace/workspace-layout.tsx,direct story,workspace-workspacelayout--default,2,U,U,P,P,P,U,2.5,unassessed,,No defect established in the sampled first view.,"Default story captured at 1440x900 and 390x844 in light, 1440x900 in dark; 320px width measured.",screenshots/component-audit-2026-09/story-workspace-workspacelayout--default-desktop-light.webp,"Inspect omitted states, keyboard task, screen reader, and consumer route."
src/workspace/workspace-pane-header.tsx,import reachable,,2,U,U,U,U,U,U,0,unassessed,,No isolated rendered state inspected.,Import reachability only; no isolated rendered check.,,"Inspect omitted states, keyboard task, screen reader, and consumer route."
